                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
  653:   80:-       |  80:-       |  80:-       |  76:ldq     |  76:-       BUS_LOAD  MEM[4208] accepted 1
  654:   80:-       |  80:-       |  80:-       |  80:-       |  76:ldq     r3=150  BUS_LOAD  MEM[72] accepted 1
  655:   80:stq     |  80:-       |  80:-       |  80:-       |  80:-       BUS_LOAD  MEM[72] accepted 1
  656:   84:-       |  80:stq     |  80:-       |  80:-       |  80:-       BUS_LOAD  MEM[80] accepted 1
  657:   84:-       |  84:-       |  80:stq     |  80:-       |  80:-       BUS_LOAD  MEM[80] accepted 1
  658:   84:-       |  84:-       |  84:-       |  80:stq     |  80:-       BUS_STORE MEM[4464] = 150 accepted 1
  659:   84:-       |  84:-       |  84:-       |  84:-       |  80:stq     BUS_LOAD  MEM[80] accepted 1
  660:   84:addq    |  84:-       |  84:-       |  84:-       |  84:-       BUS_LOAD  MEM[80] accepted 1
  661:   88:-       |  84:addq    |  84:-       |  84:-       |  84:-       BUS_LOAD  MEM[80] accepted 1
  662:   88:-       |  88:-       |  84:addq    |  84:-       |  84:-       BUS_LOAD  MEM[80] accepted 1
  663:   88:-       |  88:-       |  88:-       |  84:addq    |  84:-       BUS_LOAD  MEM[80] accepted 1
  664:   88:-       |  88:-       |  88:-       |  88:-       |  84:addq    r1=4216  BUS_LOAD  MEM[80] accepted 1
  665:   88:addq    |  88:-       |  88:-       |  88:-       |  88:-       BUS_LOAD  MEM[80] accepted 1
  666:   92:-       |  88:addq    |  88:-       |  88:-       |  88:-       BUS_LOAD  MEM[88] accepted 1
  667:   92:-       |  92:-       |  88:addq    |  88:-       |  88:-       BUS_LOAD  MEM[88] accepted 1
  668:   92:-       |  92:-       |  92:-       |  88:addq    |  88:-       BUS_LOAD  MEM[88] accepted 1
  669:   92:-       |  92:-       |  92:-       |  92:-       |  88:addq    r5=16  BUS_LOAD  MEM[88] accepted 1
  670:   92:cmple   |  92:-       |  92:-       |  92:-       |  92:-       BUS_LOAD  MEM[88] accepted 1
  671:   96:-       |  92:cmple   |  92:-       |  92:-       |  92:-       BUS_LOAD  MEM[88] accepted 1
  672:   96:-       |  96:-       |  92:cmple   |  92:-       |  92:-       BUS_LOAD  MEM[88] accepted 1
  673:   96:-       |  96:-       |  96:-       |  92:cmple   |  92:-       BUS_LOAD  MEM[88] accepted 1
  674:   96:-       |  96:-       |  96:-       |  96:-       |  92:cmple   r4=0  BUS_LOAD  MEM[88] accepted 1
  675:   96:bne     |  96:-       |  96:-       |  96:-       |  96:-       BUS_LOAD  MEM[88] accepted 1
  676:  100:-       |  96:bne     |  96:-       |  96:-       |  96:-       BUS_LOAD  MEM[96] accepted 1
  677:  100:-       | 100:-       |  96:bne     |  96:-       |  96:-       BUS_LOAD  MEM[96] accepted 1
  678:  100:-       | 100:-       | 100:-       |  96:bne     |  96:-       BUS_LOAD  MEM[96] accepted 1
  679:  100:-       | 100:-       | 100:-       | 100:-       |  96:bne     BUS_LOAD  MEM[96] accepted 1
  680:  100:halt    | 100:-       | 100:-       | 100:-       | 100:-       BUS_LOAD  MEM[96] accepted 1
  681:  104:-       | 100:halt    | 100:-       | 100:-       | 100:-       BUS_LOAD  MEM[96] accepted 1
  682:  104:-       | 104:-       | 100:halt    | 100:-       | 100:-       BUS_LOAD  MEM[96] accepted 1
  683:  104:-       | 104:-       | 104:-       | 100:halt    | 100:-       BUS_LOAD  MEM[96] accepted 1
  684:  104:-       | 104:-       | 104:-       | 104:-       | 100:halt    BUS_LOAD  MEM[96] accepted 1
